,latitude,longitude,FID,slope
3011,37.8515,68.7882,6824,2
3012,35.2227,72.4258,6827,75
3013,25.195355,93.172758,6832,38
3014,11.35008,76.791735,6835,44
3015,24.27173018,93.28039349,6836,60
3016,35.11357355,73.00616682,6837,100
3017,27.05957271,93.50102778,6839,47
3018,33.370552,75.193916,6842,80
3019,11.01601242,124.71026981,6844,66
3020,28.21798862,84.71592278,6848,80
3021,33.336892,75.19165535,6849,83
3022,3.08603624,112.83749479,6850,4
3023,-7.498069,107.868913,6852,4
3024,25.72019272,94.03225673,6854,48
3025,25.77171292,93.93507183,6855,54
3026,-7.61910535,110.19465276,6856,0
3027,27.07671517,93.59755441,6858,28
3028,36.21630141,73.29837013,6860,110
3029,25.06466676,94.27420555,6863,47
3030,4.45705868,101.3684785,6864,49
3031,24.93295141,66.97197288,6865,9
3032,32.67304413,109.01863485,6870,33
3033,27.97999198,85.92966652,6877,83
3034,27.03596051,88.26257359,6878,61
3035,23.73672831,92.7516868,6880,60
3036,29.401237,107.86090092,6885,43
3037,34.31775167,75.54649874,6887,76
3038,22.88498245,93.51034916,6892,55
3039,22.83542478,93.54240244,6893,65
3040,22.82799091,93.55560366,6894,72
3041,23.42738821,93.41123103,6895,53
3042,18.72787995,94.69944853,6896,47
3043,18.75669532,94.67434497,6897,43
3044,18.75454404,94.67410364,6898,44
3045,18.71474347,94.71757399,6899,44
3046,18.72963665,94.68024091,6900,48
3047,18.73311454,94.67573246,6901,48
3048,18.73155321,94.71827779,6902,44
3049,18.70181023,94.67697293,6903,51
3050,18.69753514,94.67409551,6904,50
3051,18.77878258,94.67425438,6905,45
3052,18.73144694,94.69296145,6906,47
3053,18.72364579,94.67336488,6907,50
3054,18.72537426,94.72453984,6908,44
3055,18.69897687,94.74839258,6909,39
3056,16.20291258,98.55591863,6910,64
3057,16.27696694,98.15615251,6911,52
3058,33.13810294,75.51068484,6913,66
3059,27.8287,85.5763,6915,53
3060,20.8287,92.4063,6916,7
3061,31.7766,76.9832,6917,66
3062,28.278,84.35,6920,68
3063,27.7667,85.7,6921,61
3064,33.0977,75.5787,6927,57
3065,-6.0377,144.9642,6929,-1
3066,25.4379,94.1162,6934,46
3067,18.7591,73.3852,6937,55
3068,-6.5909,106.7987,6938,0
3069,8.1484,123.8296,6944,6
3070,25.63961883,94.11112157,6949,51
3071,33.2355,75.2449,6950,68
3072,30.89221723,77.09003076,6954,57
3073,15.598,107.8584,6956,42
3074,28.52206817,84.07696086,6959,153
3075,4.8572,101.9565,6960,44
3076,26.9722,88.4481,6964,67
3077,21.4936,104.5916,6965,65
3078,26.2208,73.6106,6970,1
3079,10.349849,123.878321,6979,44
3080,25.6648181,97.4353076,6980,61
3081,25.66484628,97.43728968,6981,61
3082,25.68215344,97.44596477,6982,53
3083,21.14254784,92.62368713,6983,37
3084,21.44537155,93.98607158,6984,43
3085,21.3988958,93.12738891,6985,52
3086,18.78240657,96.13132417,6986,21
3087,18.29953976,97.01543675,6987,53
3088,12.5994705,99.36537558,6988,63
3089,12.51249257,99.29350439,6989,47
3090,12.58850138,99.32431253,6990,54
3091,12.52130952,99.229076,6991,43
3092,13.37568815,99.10564151,6992,63
3093,13.3513139,99.12235995,6993,58
3094,13.35653781,99.1286326,6994,60
3095,17.7963,96.1703,6996,17
3096,6.3344,124.946,6998,29
3097,24.004,93.9815,7000,63
3098,15.3239,108.69,7002,13
3099,33.0097,74.9402,7005,93
3100,33.1847,75.8062,7008,83
3101,26.8998,86.7014,7009,58
3102,16.5172,80.6024,7010,32
3103,19.9166,94.3761,7011,52
3104,6.3333,124.95,7013,24
3105,25.8782,94.1739,7016,46
3106,23.1781,105.5054,7017,83
3107,6.8745,81.0455,7020,61
3108,28.2798,83.8494,7022,56
3109,30.5568,79.5541,7023,100
3110,23.3333,107.5667,7028,30
3111,8.9626,124.8514,7032,35
3112,26.048,91.8695,7040,33
3113,10.0374,125.2172,7042,58
3114,28.2974,83.8,7043,76
3115,26.5919,107.2351,7044,35
3116,16.419,120.5832,7045,33
3117,16.455,120.56,7049,46
3118,14.7231,121.2541,7050,54
3119,27.3824,86.0567,7053,51
3120,-8.1928,115.1178,7054,-1
3121,13.3124,122.0557,7060,31
3122,26.9071,87.9217,7062,51
3123,25.3433,92.2897,7071,13
3124,15.3333,108.2167,7078,25
3125,5.0882,118.4047,7080,24
3126,17.4541,121.2284,7082,55
3127,31.0176,103.4846,7083,78
3128,30.5004,79.3888,7084,111
3129,10.2833,125.0667,7088,57
3130,32.1002,76.2699,7091,36
3131,34.3591,73.4689,7093,49
3132,12.8836,120.9877,7095,58
3133,16.5175,80.6117,7097,31
3134,23.2578,120.9774,7098,83
3135,23.5397,93.3783,7103,61
3136,22.6923,121.0212,7105,53
3137,27.9982,120.6168,7112,22
3138,33.2257,75.6695,7115,70
3139,13.3111,109.2154,7117,29
3140,29.4265,114.1492,7118,52
3141,27.7344,88.633,7123,87
3142,-2.847,102.0873,7126,6
3143,10.2445,77.5146,7127,75
3144,3.1562,101.7035,7128,13
3145,30.7204,79.0758,7130,84
3146,28.9429,82.3354,7131,108
3147,-7.4651,109.6496,7133,0
3148,19.1935,73.0114,7135,48
3149,21.06313524,92.19566765,7137,24
3150,32.9918,75.1945,7138,52
3151,27.832,84.5423,7142,84
3152,7.825,98.3819,7151,24
3153,-5.8645,105.7474,7153,3
3154,28.51,81.48,7155,52
3155,32.371,77.2468,7156,66
3156,5.8305,95.3103,7157,54
3157,34.8142,74.3225,7158,83
3158,25.5145,90.2023,7159,24
3159,34.1622,108.903,7160,3
3160,-6.9903,110.4009,7162,-1
3161,27.2879,88.2579,7165,72
3162,16.91792918,121.05804339,7168,55
3163,16.3668,120.6087,7170,62
3164,-5.096,104.014,7172,43
3165,26.8716,94.9921,7174,40
3166,29.6394,80.7179,7175,75
3167,27.9333,84.4167,7180,66
3168,28.2638,83.9725,7183,55
3169,33.13296295,75.43929097,7191,68
3170,0.0667,100.9833,7192,17
3171,-6.6,106.8,7194,0
3172,26.916,104.6673,7195,37
3173,27.828000000000007,83.6349,7202,54
3174,27.5,84.6663,7203,18
3175,17.3064,121.1548,7206,65
3176,-6.8907,107.6169,7208,-1
3177,29.5935,79.6805,7209,47
3178,17.2826,121.1666,7210,77
3179,17.1246,121.3148,7211,51
3180,-3.5517,137.3707,7216,35
3181,37.0895,101.5574,7217,48
3182,33.3390327,75.1916877,7219,83
3183,28.799,82.4712,7221,98
3184,9.5497,122.8812,7223,21
3185,34.7982,71.3823,7225,41
3186,4.9833,114.917,7226,12
3187,27.0011,93.7273,7228,3
3188,27.7898,86.3499,7229,95
3189,29.58,80.2214,7231,44
3190,25.203000000000007,90.5573,7234,39
3191,33.3746,104.9714,7236,59
3192,23.75406693,92.74128531,7240,68
3193,27.72,83.4724,7242,66
3194,10.2669,123.8317,7244,40
3195,22.4179,103.9155,7249,59
3196,11.4477,75.8289,7252,15
3197,16.3748,120.6101,7255,56
3198,19.3379,73.7767,7257,76
3199,3.8355,113.7131,7259,9
3200,27.1005,87.7831,7263,59
3201,23.1321,113.2685,7264,11
3202,-1.2239,134.0157,7265,24
3203,18.7723,99.2853,7269,45
3204,26.0137,94.5163,7271,59
3205,24.1965,73.703,7272,41
3206,5.2519,96.0444,7273,8
3207,9.63075185,125.57001929,7276,27
3208,30.7635,105.7051,7278,13
3209,28.1458,105.4597,7281,51
3210,30.2416,78.8996,7282,68
3211,14.9627,108.3574,7288,48
3212,9.152,99.8663,7294,28
3213,33.2359,75.244,7295,68
3214,29.2675,80.9499,7297,57
3215,34.2116,77.3504,7300,60
3216,16.6085,120.6365,7301,62
3217,28.678,84.2297,7304,123
3218,27.9333,83.65299999999998,7306,63
3219,28.3036,95.4112,7309,97
3220,15.323,73.97399999999998,7311,20
3221,27.3392,88.6188,7315,65
3222,15.8716,120.5739,7317,2
3223,30.3069,78.0169,7318,3
3224,7.81729795,126.04979901,7323,11
3225,13.0902,123.6273,7326,21
3226,9.7548,123.3459,7328,39
3227,29.2425,102.3679,7330,74
3228,27.8027,85.9149,7331,89
3229,33.7529,132.7339,7333,37
3230,33.798,74.2562,7334,70
3231,5.3428,100.2451,7335,42
3232,30.6539,78.3366,7336,79
3233,22.6966,104.5595,7337,57
3234,28.6572,82.2345,7344,49
3235,22.9,96.48,7346,39
3236,28.2064,85.575,7347,73
3237,-2.5325,140.7117,7351,-1
3238,35.015,135.9975,7352,6
3239,34.6861,73.1879,7353,71
3240,24.9936,98.4927,7354,27
3241,33.7848,104.3715,7355,75
3242,16.7515,120.7678,7364,58
3243,5.4704,100.2731,7365,45
3244,31.348000000000006,77.4614,7372,79
3245,34.9033,72.6459,7373,66
3246,20.8606,105.8437,7374,2
3247,9.49739318,76.8696375,7375,20
3248,-7.2954,109.7188,7381,0
3249,37.886,70.2202,7383,44
3250,27.1748,86.775,7384,49
3251,14.5179,107.8584,7385,29
3252,30.23936058,77.9558167,7392,22
3253,28.3034,83.3773,7396,86
3254,-7.3357,108.7275,7397,0
3255,28.8665,79.5682,7398,1
3256,28.2322,83.7228,7399,68
3257,16.7132,120.9868,7400,66
3258,12.0467,108.4403,7402,48
3259,33.2359,75.2439,7404,68
3260,10.8167,122.4167,7406,23
3261,35.2646,71.9975,7407,53
3262,7.6632,125.7011,7409,9
3263,5.0310000000000015,115.0668,7414,10
3264,28.3875,82.6474,7418,74
3265,34.525881,71.398496,7419,46
3266,26.90298048,88.29518925,7420,62
3267,27.878121000000004,85.143062,7421,50
3268,23.19807165,94.29816252,7422,37
3269,30.070512,80.237218,7424,64
3270,39.19779968,71.27547914,7425,64
3271,26.88161,95.399897,7426,47
3272,30.33597362,79.31958144,7428,70
3273,27.05909317,93.54235868,7429,36
3274,22.59420297,92.16404889,7432,27
3275,39.52666359,67.81728309,7435,51
3276,27.08168565,93.60815652,7438,27
3277,27.01145644,92.64204045,7439,45
3278,27.98497238,104.18601403,7441,74
3279,8.4406,124.7212,7445,49
3280,12.6771,75.2565,7446,18
3281,36.15762152,71.62112088,7447,85
3282,31.5639,77.9798,7454,98
3283,31.0365,77.1213,7455,54
3284,27.59,83.88,7456,16
3285,37.0016,110.8522,7458,34
3286,17.9209,121.2194,7459,37
3287,24.75,93.4333,7464,54
3288,16.7693,120.8036,7471,57
3289,-6.3,147.6,7472,-1
3290,32.0637,102.9905,7473,80
3291,19.6699,73.5111,7474,34
3292,27.4082091,87.29003611,7475,57
3293,13.3201,123.5841,7479,59
3294,16.4996,120.8329,7481,60
3295,23.7118,90.4077,7482,4
3296,27.15977181,88.63411246,7487,62
3297,7.8822,98.4129,7490,27
3298,-4.5419,105.2198,7491,0
3299,33.908,73.9339,7492,57
3300,30.8928,78.48,7495,79
3301,8.44,126.34,7498,12
3302,10.4066,99.0412,7499,58
3303,10.3708,123.7619,7500,56
3304,15.5721,108.4671,7504,4
3305,27.1861,87.1305,7508,57
3306,27.7667,86.1334,7510,64
3307,35.1649,102.4839,7511,48
3308,-6.8721,106.8903,7513,0
3309,27.1614,93.7525,7515,44
3310,25.7238,89.9032,7517,6
3311,15.4522,108.3927,7519,29
3312,22.47,102.62,7521,51
3313,9.9602,98.6657,7524,56
3314,3.4238,125.6078,7525,29
3315,28.3037,83.8005,7526,77
3316,8.4814,123.2198,7529,29
3317,27.758000000000006,85.4197,7534,48
3318,28.2318,82.3527,7541,57
3319,30.6887,103.9291,7542,1
3320,-6.7912,110.8371,7547,-1
3321,29.0958,80.3125,7549,39
3322,3.58872762,125.49385911,7550,47
3323,26.3897,94.9439,7551,66
3324,16.5676,73.6608,7552,23
3325,20.0014,73.7917,7553,5
3326,33.2412,75.2382,7555,70
3327,28.5714,77.2135,7556,3
3328,23.7736,94.1201,7560,36
3329,-6.3551,106.8493,7562,0
3330,32.8363,75.1489,7564,36
3331,24.042,92.6724,7568,56
3332,12.1009,121.3712,7570,14
3333,23.0396,72.566,7571,5
3334,10.2736,123.818,7574,49
3335,28.8254,96.1509,7575,80
3336,33.244313500000004,75.22742083,7576,71
3337,6.9894,122.1187,7581,29
3338,29.5388,80.9963,7582,73
3339,22.6214,114.0818,7587,36
3340,9.3825,98.7612,7589,47
3341,13.6944,123.7851,7590,47
3342,26.49349035,91.72137514,7591,2
3343,26.8781,88.2807,7595,60
3344,28.0081,84.6476,7596,47
3345,33.2424,75.2381,7599,71
3346,30.3214,78.0319,7600,5
3347,25.6703,94.1095,7603,34
3348,29.2027,80.5307,7604,68
3349,31.2912,112.188,7607,8
3350,17.4147,121.1495,7611,65
3351,30.3629,79.2143,7612,74
3352,37.56106267,70.42633455,7613,63
3353,10.3503,125.1094,7618,35
3354,28.1292,120.4216,7621,50
3355,27.0161,88.2478,7634,58
3356,34.8067,73.5654,7637,72
3357,-6.7029999999999985,106.7734,7640,0
3358,7.9436,125.2441,7641,51
3359,33.6118,73.0439,7643,3
3360,24.6929,121.7195,7644,2
3361,-7.0089,107.5524,7647,2
3362,7.2805,80.6136,7650,40
3363,27.5072,86.1424,7651,66
3364,28.8848,113.5538,7653,30
3365,36.5705,75.1296,7655,109
3366,16.8431,121.1138,7659,57
3367,4.6401,114.4396,7660,10
3368,5.4204,116.7968,7662,51
3369,6.009,116.5268,7665,61
3370,27.4907,86.1078,7667,66
3371,31.7099,76.933,7668,53
3372,33.2504,75.2102,7669,69
3373,34.9376,70.75399999999998,7675,63
3374,24.0406,84.0696,7676,4
3375,30.2853,78.9829,7677,71
3376,27.9449,83.5109,7678,82
3377,6.9025,80.9083,7679,30
3378,9.8988,76.3902,7682,8
3379,30.7059,76.9844,7684,30
3380,31.7083,76.9316,7687,53
3381,11.41,76.69,7688,26
3382,16.58058045,98.31350436,7690,43
3383,16.2137,107.2806,7692,38
3384,34.9489,137.1998,7693,18
3385,8.2531,98.9476,7694,48
3386,32.3237,77.1935,7695,86
3387,1.3801,124.8238,7698,40
3388,30.2485,78.8847,7699,68
3389,31.46626719,76.86927482,7702,67
3390,27.7,92.8,7704,73
3391,19.8981,101.1396,7705,54
3392,18.5038,120.9096,7706,57
3393,24.9786,93.5027,7707,60
3394,25.583,91.893,7710,21
3395,-4.4032,136.0438,7712,57
3396,31.5007,78.1758,7713,101
3397,28.22020061,84.17758452,7717,80
3398,34.4667,72.6792,7719,66
3399,34.5554,73.3569,7721,63
3400,21.3,106.623,7724,27
3401,34.141,74.6568,7726,8
3402,19.292213,73.06497900000002,7731,7
3403,33.30044087,75.18163117,7732,84
3404,-6.89565289,107.93461026,7733,-1
3405,11.398541,109.003601,7735,4
3406,-7.62042277,111.03027887,7737,0
3407,4.9726,115.0182,7739,17
3408,38.533,68.214,7740,5
3409,33.3191592,75.19329838,7743,84
3410,25.00832371,109.34472881,7745,65
3411,9.789939,125.485592,7748,10
3412,25.0097541,111.81766233,7750,59
3413,32.00653439,78.56989163,7753,71
3414,-6.47659174,107.62816035,7754,-1
3415,10.41208679,123.87057948,7755,35
3416,36.269037,72.23156999999998,7756,74
3417,31.77315744,77.30471357,7758,88
3418,-6.34232773,106.81442102,7762,0
3419,27.16009861,91.6036289,7765,69
3420,31.1838,76.9907,7768,46
3421,28.83598285,103.36233367,7772,72
3422,33.370670000000004,74.31965600000002,7773,37
3423,33.63588849,74.51370901,7774,76
3424,35.28400168,62.3307382,7775,21
3425,29.50293268,103.5044167,7780,29
3426,0.57086964,124.3013871,7783,49
3427,19.7293273,94.36486956,7787,50
3428,18.70490221,94.67694382,7788,51
3429,18.73881447,94.6776306,7789,47
3430,18.7368193,94.68011722,7790,47
3431,18.73646356,94.68551566,7791,48
3432,18.73696113,94.68785932,7792,48
3433,18.73287623,94.68351296,7793,48
3434,18.7172705,94.68039761,7794,49
3435,18.71490944,94.68765355,7795,49
3436,18.73789832,94.6989461,7796,47
3437,18.72991506,94.68075508,7797,48
3438,18.73390806,94.73064872,7798,43
3439,18.75103343,94.71769388,7799,44
3440,18.74734791,94.67567942,7800,45
3441,18.74936119,94.67983283,7801,45
3442,18.74780759,94.67828715,7802,45
3443,18.76565223,94.74491794,7803,47
3444,18.71750215,94.67784817,7804,50
3445,18.70380639,94.70067566,7805,49
3446,18.71814459,94.73154454,7806,42
3447,16.20335688,98.53815861,7807,64
3448,17.19401885,97.3253205,7808,41
3449,17.614651300000006,94.7870976,7809,33
3450,18.39865776,94.58202977,7810,46
3451,18.65035237,94.69564814,7811,44
3452,22.148327,92.80921064,7812,49
3453,22.50541477,93.60018829,7813,53
3454,22.52039458,93.59973432,7814,55
3455,20.63780045,92.5450543,7815,37
3456,20.64459006,99.71561092,7816,41
3457,25.66577459,97.43805054,7817,61
3458,25.68018643,97.43902303,7818,45
3459,21.18682923,93.97848888,7819,66
3460,21.19395175,93.96894823,7820,62
3461,21.40384197,93.09196821,7821,53
3462,18.37158943,96.36624805,7822,23
3463,18.48262776,96.08234456,7823,22
3464,18.66057406,96.12412129,7824,22
3465,12.53330179,99.25942847,7825,42
3466,13.37444069,99.1096278,7826,63
3467,13.35745688,99.12824396,7827,60
3468,12.67184817,98.97853066,7828,47
3469,13.25164067,99.06658472,7829,51
3470,26.93276031,95.81119553,7830,58
3471,21.12394188,98.9184905,7831,49
3472,21.1336098,98.90584584,7832,53
3473,14.43027703,98.00864953,7833,60
3474,14.97783172,97.94188569,7834,50
3475,14.99358651,97.94886741,7835,53
3476,15.16569582,97.94289131,7836,53
3477,15.18562151,97.9299312,7837,51
3478,15.14107204,97.9427339,7838,52
3479,15.13521753,97.94253824,7839,52
3480,15.14420534,97.95248717,7840,53
3481,15.13601529,97.95227109,7841,52
3482,15.13145552,97.96198545,7842,52
3483,15.12680218,97.96021261,7843,50
3484,21.24629541,93.77713103,7844,63
3485,16.47401431,94.44911052,7845,28
3486,21.21052795,93.7837668,7846,59
3487,21.26021209,93.75186429,7847,77
3488,19.63013331,94.35365261,7848,46
3489,11.79712585,98.07102681,7849,36
3490,-8.39554949,116.4346165,7851,-1
3491,27.231,103.1931,7858,94
3492,18.431,79.1492,7859,2
3493,-6.25047403,106.84168949,7867,0
3494,8.9458,125.5319,7870,2
3495,11.3192,76.5959,7872,41
3496,35.6804,113.6385,7876,75
3497,24.9037,93.487,7877,85
3498,34.8442,132.1561,7878,42
3499,39.9854,72.9227,7879,78
3500,-8.90797301,147.71196862,7884,-1
3501,33.3037,75.1827,7885,86
3502,11.7833,124.8834,7886,39
3503,25.7902,94.1318,7890,38
3504,35.3143,74.1937,7894,76
3505,29.4596,82.0446,7895,74
3506,28.01031874,84.37740614,7896,48
3507,7.2753,81.0714,7900,24
3508,33.5405,74.3723,7902,51
3509,6.4123,100.293,7903,4
3510,10.2462,77.582,7904,51
3511,7.8471,126.0509,7905,18
3512,1.3542,116.3816,7907,53
3513,34.0796,74.0357,7909,66
3514,14.6394,121.0922,7910,8
3515,16.9643,120.8163,7914,49
3516,31.3161,103.8764,7916,69
3517,26.4205,94.9731,7918,59
3518,7.6447,80.8147,7919,33
3519,10.597,123.478,7920,23
3520,33.4942,130.3342,7921,33
3521,10.6593,125.0546,7922,27
3522,33.32823333,75.2041911,7923,83
3523,26.7636,119.2801,7927,48
3524,29.3588,81.31,7931,67
3525,1.47,111.4116,7932,5
3526,26.1407,91.7645,7933,30
3527,28.5833,112.3735,7935,6
3528,25.4243,88.2746,7936,1
3529,4.4982,101.3947,7937,44
3530,31.07,103.49,7939,81
3531,24.9111,94.4759,7944,60
3532,2.9346,101.7777,7947,14
3533,33.1253,74.8288,7949,75
3534,16.392,120.5996,7950,37
3535,7.5842,125.8331,7954,4
3536,24.6997,85.6285,7960,43
3537,27.7115,83.9072,7961,54
3538,-8.2876,114.9767,7962,0
3539,12.9141,74.85600000000002,7965,13
3540,27.8835,96.9262,7969,100
3541,26.8844,98.8704,7971,87
3542,14.6115,121.1601,7973,20
3543,-7.5958,111.1281,7974,0
3544,-3.6849,119.6525,7994,65
3545,32.4318,77.2147,7995,103
3546,31.265,121.505,7998,5
3547,8.6771,98.2938,8002,54
3548,31.7017,76.973,8003,60
3549,-7.2337,109.9349,8004,0
3550,23.4495,92.8112,8006,44
3551,31.4976,130.747,8007,42
3552,16.9648,121.2184,8008,57
3553,15.608,107.9887,8009,49
3554,27.7482,103.8855,8013,78
3555,26.8096,88.52600000000002,8018,10
3556,28.5299,112.3174,8021,11
3557,31.236,103.4883,8028,98
3558,9.66766908,124.27316436,8030,43
3559,35.2417,135.1315,8032,34
3560,-6.5873,106.7932,8037,0
3561,-7.972,112.6278,8038,0
3562,28.0458,83.6695,8039,67
3563,7.0932,125.5583,8040,21
3564,7.9015,123.7719,8041,3
3565,-3.644,126.6609,8042,0
3566,34.0096,74.5915,8048,20
3567,25.6269,94.1139,8050,58
3568,23.5134,111.0843,8051,25
3569,30.6004,78.3154,8052,69
3570,10.3863054,124.98093398,8057,32
3571,3.0949,101.746,8058,28
3572,37.9148,69.8054,8059,19
3573,3.1425,101.7805,8060,37
3574,36.04,108.02,8063,43
3575,24.7625,93.4341,8066,55
3576,24.0,121.56,8068,78
3577,3.1797,101.6757,8069,12
3578,28.76,104.63,8074,26
3579,30.7313,78.4358,8075,78
3580,30.2851,78.9829,8076,71
3581,28.3742,83.5214,8077,77
3582,31.4711,77.6746,8080,81
3583,10.578,105.574,8081,1
3584,7.4227,80.6309,8084,39
3585,4.6789999999999985,114.5042,8086,13
3586,30.9947,110.3272,8088,95
3587,-3.4661,102.7942,8090,5
3588,3.1518,101.6784,8092,16
3589,33.242,75.23100000000002,8093,70
3590,24.3083,91.7333,8094,2
3591,35.2059,107.7984,8095,27
3592,30.9044,77.0969,8097,51
3593,-7.7235,110.0302,8104,0
3594,-6.9857,107.1424,8107,-1
3595,14.4544,121.1982,8108,22
3596,10.7886,122.5363,8112,2
3597,7.794,126.1632,8113,46
3598,10.8111,122.2686,8115,58
3599,31.0,77.12,8120,54
3600,20.5349,73.1703,8121,9
3601,26.0319,94.5466,8124,52
3602,13.5107,123.0319,8125,23
3603,26.1677,94.2442,8127,55
3604,28.4659,95.86,8130,82
3605,18.4281,121.0642,8132,58
3606,-7.5532,109.475,8133,0
3607,35.4888,133.10399999999998,8135,33
3608,12.8157,74.8586,8137,7
3609,-6.9758,108.1008,8140,-1
3610,22.7672,105.9839,8141,78
3611,32.6848,130.5807,8143,33
3612,29.0396,81.2519,8146,63
3613,10.8319,78.7075,8147,3
3614,14.6833,120.5333,8148,3
3615,33.1804,75.8101,8150,88
3616,10.0539,76.8298,8151,64
3617,-1.0164,123.2918,8152,36
3618,3.48456389,125.48753445,8153,40
3619,22.6522,121.0217,8154,43
3620,30.7386,79.4954,8155,111
3621,5.8597,95.3576,8157,28
3622,33.3422,104.3877,8158,77
3623,28.4414,82.624,8165,65
3624,7.4943,122.3435,8168,21
3625,10.5641,123.2547,8171,37
3626,28.2785,103.566,8172,90
3627,23.4333,120.7803,8173,67
3628,23.7327,92.7463,8174,56
3629,10.3472,123.8852,8175,40
3630,26.6375,118.1817,8176,40
3631,30.7332,78.4401,8179,79
3632,33.8426,132.7681,8182,20
3633,27.99134853,84.06527738,8183,54
3634,-7.6511,111.1835,8186,0
3635,29.3046,113.5578,8187,36
3636,25.4769,94.1351,8189,48
3637,-8.1913,115.1374,8190,-1
3638,28.15279111,84.18262,8191,71
3639,10.3926,124.9845,8195,36
3640,14.5902,121.168,8199,18
3641,-7.2708,107.581,8201,56
3642,7.874,98.2879,8202,38
3643,19.3421,73.7735,8205,79
3644,31.1032,77.1625,8207,52
3645,14.6533,121.6034,8208,39
3646,10.6235,123.8937,8213,44
3647,19.1497,83.6299,8216,40
3648,-6.892,107.1749,8217,-1
3649,28.2399,83.2266,8218,76
3650,7.36512359,126.03561573,8226,55
3651,1.7397,98.7845,8227,42
3652,18.72,73.47,8228,43
3653,10.3355,123.9054,8231,21
3654,29.3064,81.0561,8232,66
3655,3.0665,101.6235,8235,13
3656,11.4098,76.6939,8236,28
3657,-0.4777,100.3467,8237,22
3658,29.3577,80.3109,8238,59
3659,32.3682,75.5227,8239,2
3660,16.3671,120.6318,8242,57
3661,33.601,130.5823,8244,38
3662,27.8776,94.25,8247,60
3663,26.4205,94.9731,8248,59
3664,24.7459,93.4251,8254,57
3665,32.219,78.072,8255,66
3666,23.0636,120.6854,8257,61
3667,-7.0281,107.5121,8258,45
3668,10.2714,123.8476,8261,30
3669,38.0991,70.0162,8262,10
3670,23.72988966,92.71495623,8263,51
3671,29.4903,90.9352,8265,60
3672,27.8187,85.7734,8271,74
3673,30.416,78.3415,8275,63
3674,34.0404,75.3156,8278,61
3675,27.92,85.19,8279,48
3676,20.87,92.5275,8280,5
3677,27.7745,85.2401,8281,57
3678,7.909,98.3333,8282,41
3679,14.8937,74.5828,8284,35
3680,-6.9934,110.389,8285,-1
3681,28.0115,112.9838,8287,9
3682,13.1614,123.3344,8289,32
3683,31.2922,103.2827,8290,82
3684,16.379,120.6,8292,54
3685,38.7315,75.0176,8294,49
3686,9.2829,123.2449,8295,19
3687,-7.4832,109.1404,8297,0
3688,27.6291,87.9436,8301,85
3689,27.9654,84.4107,8303,61
3690,30.709,76.9834,8304,30
3691,35.4453,73.9342,8306,63
3692,30.9209,77.0206,8308,55
3693,24.959,121.4479,8309,37
3694,28.7773,82.4728,8310,80
3695,11.2535,124.9682,8312,36
3696,7.4903,125.2586,8313,36
3697,23.7269,92.7265,8315,51
3698,31.1581,77.7155,8317,56
3699,26.1966,91.802,8320,22
3700,33.53,71.0525,8322,32
3701,27.425,87.0569,8323,79
3702,3.3902,101.8881,8326,49
3703,-3.765,139.3635,8327,6
3704,27.0771,88.48200000000001,8328,60
3705,13.0755,123.9105,8331,47
3706,30.3299,79.3206,8336,71
3707,16.2814,119.887,8338,10
3708,27.4083,87.2739,8340,52
3709,22.51654134,93.60462417,8347,57
3710,20.91953698,92.41780055,8348,47
3711,20.82070061,92.85224977,8349,53
3712,20.79980342,93.15355337,8350,30
3713,20.57068822,100.0749208,8351,37
3714,20.6317649,99.96515905,8352,32
3715,21.10336608,99.61802511,8353,57
3716,25.70067213,97.45916956,8354,55
3717,25.6927645,97.4478523,8355,53
3718,32.4167,104.95,8358,63
3719,6.9572910000000014,81.12046509,8363,66
3720,-6.6367,106.765,8365,0
3721,19.316,83.2414,8367,65
3722,38.8946,121.6631,8369,24
3723,-0.4475,100.9368,8371,6
3724,29.356,81.3098,8372,66
3725,30.6594,79.5605,8377,151
3726,16.8358,121.0017,8378,55
3727,9.3591,122.8211,8380,2
3728,14.4882,121.3088,8381,18
3729,34.8679,126.991,8384,35
3730,26.8727,94.9275,8387,16
3731,3.1868,101.7686,8389,37
3732,34.0978,74.4016,8392,42
3733,18.7632,73.347,8394,57
3734,35.2685,75.6271,8395,86
3735,21.443,92.0076,8397,6
3736,-6.9697,106.7233,8400,0
3737,17.9683,97.9422,8402,39
3738,8.584503300000002,76.97925203,8403,20
3739,36.0464,103.8128,8408,43
3740,0.9039,123.0963,8409,27
3741,21.4384,92.0082,8412,6
3742,27.7167,88.5577,8413,82
3743,1.3969999999999998,103.872,8414,6
3744,33.2395,75.2406,8415,70
3745,7.3521,126.1544,8416,32
3746,27.5523,91.752,8417,79
3747,27.6019,85.225,8420,51
3748,16.4034,120.5962,8421,27
3749,15.2932,74.1447,8423,18
3750,16.4072,120.5829,8426,32
3751,8.4966,123.3034,8428,11
3752,-7.0132,110.4545,8431,1
3753,21.2228,104.0836,8433,36
3754,31.8795,76.9161,8436,53
3755,21.25,104.0,8439,26
3756,29.3833,81.3167,8440,64
3757,-2.7414,134.5427,8444,0
3758,-7.0216,106.9505,8448,39
3759,10.43,123.9115,8449,35
3760,25.035,121.7648,8450,36
3761,11.7841,124.8761,8452,34
3762,29.5863,80.2186,8454,40
3763,27.9512,85.6846,8457,83
3764,22.4539,104.0014,8458,27
3765,25.9466,94.6279,8461,62
